ctgov,cause,dist,parameter,est,se
NCT00321854,Adverse Event,weibull,shape,-1.451e-01,1.043e-01
NCT00321854,Adverse Event,weibull,scale,7.947e+00,2.481e-01
NCT00321854,Lack of Efficacy,weibull,shape,9.439e-02,1.979e-01
NCT00321854,Lack of Efficacy,weibull,scale,8.693e+00,5.798e-01
NCT00321854,Protocol Violation,weibull,shape,-8.261e-02,2.876e-01
NCT00321854,Protocol Violation,weibull,scale,1.003e+01,1.231e+00
NCT00321854,Voluntary Withdrawal,weibull,shape,-3.780e-01,2.008e-01
NCT00321854,Voluntary Withdrawal,weibull,scale,1.038e+01,9.546e-01
NCT00384930,Adverse Event,weibull,shape,-3.817e-02,1.439e-01
NCT00384930,Adverse Event,weibull,scale,7.646e+00,4.871e-01
NCT00384930,Other/Miscellaneous,weibull,shape,-4.242e-01,1.967e-01
NCT00384930,Other/Miscellaneous,weibull,scale,1.010e+01,1.159e+00
NCT00384930,PI/Sponsor Decision,weibull,shape,5.706e-01,2.560e-01
NCT00384930,PI/Sponsor Decision,weibull,scale,6.861e+00,6.319e-01
NCT00384930,Protocol Violation,weibull,shape,1.507e-02,2.939e-01
NCT00384930,Protocol Violation,weibull,scale,8.889e+00,1.342e+00
NCT00384930,Voluntary Withdrawal,weibull,shape,-3.394e-02,1.583e-01
NCT00384930,Voluntary Withdrawal,weibull,scale,7.830e+00,5.634e-01
NCT00402233,Adverse Event,weibull,shape,-1.526e-01,1.918e-01
NCT00402233,Adverse Event,weibull,scale,7.241e+00,5.918e-01
NCT00466167,Adverse Event,weibull,shape,-5.638e-01,1.884e-01
NCT00466167,Adverse Event,weibull,scale,1.043e+01,1.023e+00
NCT00466167,Voluntary Withdrawal,weibull,shape,-2.747e-01,2.293e-01
NCT00466167,Voluntary Withdrawal,weibull,scale,9.684e+00,1.046e+00
NCT00472199,Adverse Event,weibull,shape,-5.591e-01,1.475e-01
NCT00472199,Adverse Event,weibull,scale,8.489e+00,5.789e-01
NCT00472199,Lack of Efficacy,weibull,shape,-3.077e-01,1.758e-01
NCT00472199,Lack of Efficacy,weibull,scale,8.226e+00,6.117e-01
NCT00472199,Voluntary Withdrawal,weibull,shape,-4.334e-01,2.867e-01
NCT00472199,Voluntary Withdrawal,weibull,scale,1.015e+01,1.537e+00
NCT00479401,Adverse Event,weibull,shape,-5.202e-01,1.406e-01
NCT00479401,Adverse Event,weibull,scale,9.346e+00,6.107e-01
NCT00479401,Voluntary Withdrawal,weibull,shape,-3.627e-01,1.870e-01
NCT00479401,Voluntary Withdrawal,weibull,scale,9.593e+00,8.361e-01
NCT00525512,Adverse Event,weibull,shape,-1.708e-01,1.087e-01
NCT00525512,Adverse Event,weibull,scale,8.544e+00,2.697e-01
NCT00525512,Lack of Efficacy,weibull,shape,-4.447e-01,2.249e-01
NCT00525512,Lack of Efficacy,weibull,scale,1.147e+01,1.206e+00
NCT00525512,Other/Miscellaneous,weibull,shape,-6.098e-01,1.918e-01
NCT00525512,Other/Miscellaneous,weibull,scale,1.179e+01,1.108e+00
NCT00525512,Voluntary Withdrawal,weibull,shape,-7.011e-01,1.817e-01
NCT00525512,Voluntary Withdrawal,weibull,scale,1.208e+01,1.113e+00
NCT00563381,Adverse Event,weibull,shape,-3.510e-01,4.130e-02
NCT00563381,Adverse Event,weibull,scale,9.421e+00,1.604e-01
NCT00563381,Lack of Efficacy,weibull,shape,-3.296e-01,1.301e-01
NCT00563381,Lack of Efficacy,weibull,scale,1.254e+01,8.929e-01
NCT00563381,Lost to Follow-up,weibull,shape,-2.617e-01,2.074e-01
NCT00563381,Lost to Follow-up,weibull,scale,1.331e+01,1.576e+00
NCT00563381,Other/Miscellaneous,weibull,shape,-3.526e-01,1.279e-01
NCT00563381,Other/Miscellaneous,weibull,scale,1.264e+01,8.920e-01
NCT00563381,Protocol Violation,weibull,shape,-5.607e-01,8.287e-02
NCT00563381,Protocol Violation,weibull,scale,1.269e+01,5.898e-01
NCT00563381,Voluntary Withdrawal,weibull,shape,-5.558e-01,4.878e-02
NCT00563381,Voluntary Withdrawal,weibull,scale,1.081e+01,2.593e-01
NCT00601250,Other/Miscellaneous,weibull,shape,3.963e-01,3.121e-01
NCT00601250,Other/Miscellaneous,weibull,scale,7.976e+00,9.103e-01
NCT00601250,Voluntary Withdrawal,weibull,shape,-2.180e-01,2.401e-01
NCT00601250,Voluntary Withdrawal,weibull,scale,9.726e+00,1.145e+00
NCT00602472,Adverse Event,weibull,shape,-2.950e-01,1.874e-01
NCT00602472,Adverse Event,weibull,scale,9.973e+00,9.447e-01
NCT00602472,Protocol Violation,weibull,shape,-1.781e-02,2.111e-01
NCT00602472,Protocol Violation,weibull,scale,9.043e+00,8.555e-01
NCT00602472,Voluntary Withdrawal,weibull,shape,1.370e-01,2.159e-01
NCT00602472,Voluntary Withdrawal,weibull,scale,8.522e+00,7.574e-01
NCT00622284,Adverse Event,weibull,shape,-5.131e-01,7.891e-02
NCT00622284,Adverse Event,weibull,scale,1.028e+01,3.293e-01
NCT00622284,Lack of Efficacy,weibull,shape,1.148e-01,1.241e-01
NCT00622284,Lack of Efficacy,weibull,scale,9.348e+00,3.671e-01
NCT00622284,Lost to Follow-up,weibull,shape,-1.634e-01,2.054e-01
NCT00622284,Lost to Follow-up,weibull,scale,1.143e+01,1.041e+00
NCT00622284,Other/Miscellaneous,weibull,shape,-2.413e-01,1.278e-01
NCT00622284,Other/Miscellaneous,weibull,scale,1.062e+01,5.519e-01
NCT00622284,Protocol Violation,weibull,shape,-2.477e-01,2.340e-01
NCT00622284,Protocol Violation,weibull,scale,1.220e+01,1.367e+00
NCT00622284,Voluntary Withdrawal,weibull,shape,-5.451e-01,1.372e-01
NCT00622284,Voluntary Withdrawal,weibull,scale,1.231e+01,8.370e-01
NCT00641043,Adverse Event,weibull,shape,-6.764e-01,3.133e-01
NCT00641043,Adverse Event,weibull,scale,1.226e+01,2.331e+00
NCT00654381,Adverse Event,weibull,shape,1.177e+00,2.158e-01
NCT00654381,Adverse Event,weibull,scale,6.872e+00,2.231e-01
NCT00734474,Adverse Event,weibull,shape,-7.872e-02,6.192e-02
NCT00734474,Adverse Event,weibull,scale,8.001e+00,1.195e-01
NCT00734474,Lack of Efficacy,weibull,shape,-3.994e-01,2.541e-01
NCT00734474,Lack of Efficacy,weibull,scale,1.277e+01,1.667e+00
NCT00734474,Lost to Follow-up,weibull,shape,-1.144e-01,1.720e-01
NCT00734474,Lost to Follow-up,weibull,scale,1.035e+01,7.013e-01
NCT00734474,Other/Miscellaneous,weibull,shape,-3.214e-01,2.534e-01
NCT00734474,Other/Miscellaneous,weibull,scale,1.230e+01,1.535e+00
NCT00734474,PI/Sponsor Decision,weibull,shape,-3.704e-01,1.605e-01
NCT00734474,PI/Sponsor Decision,weibull,scale,1.127e+01,8.175e-01
NCT00734474,Protocol Violation,weibull,shape,3.069e-01,2.814e-01
NCT00734474,Protocol Violation,weibull,scale,9.753e+00,9.423e-01
NCT00734474,Voluntary Withdrawal,weibull,shape,-3.044e-01,9.524e-02
NCT00734474,Voluntary Withdrawal,weibull,scale,9.546e+00,3.276e-01
NCT00740051,Lost to Follow-up,weibull,shape,5.411e-02,2.910e-01
NCT00740051,Lost to Follow-up,weibull,scale,8.641e+00,8.645e-01
NCT00740051,Voluntary Withdrawal,weibull,shape,-3.881e-01,2.606e-01
NCT00740051,Voluntary Withdrawal,weibull,scale,9.853e+00,1.126e+00
NCT00772538,Adverse Event,weibull,shape,-3.297e-01,2.846e-01
NCT00772538,Adverse Event,weibull,scale,1.081e+01,1.485e+00
NCT00772538,Other/Miscellaneous,weibull,shape,-7.129e-01,2.641e-01
NCT00772538,Other/Miscellaneous,weibull,scale,1.285e+01,1.947e+00
NCT00772538,Voluntary Withdrawal,weibull,shape,-2.718e-01,2.972e-01
NCT00772538,Voluntary Withdrawal,weibull,scale,1.064e+01,1.496e+00
NCT00776984,Adverse Event,weibull,shape,1.303e-01,3.109e-01
NCT00776984,Adverse Event,weibull,scale,9.116e+00,1.069e+00
NCT00776984,Other/Miscellaneous,weibull,shape,-1.210e-02,2.631e-01
NCT00776984,Other/Miscellaneous,weibull,scale,9.284e+00,9.578e-01
NCT00776984,Voluntary Withdrawal,weibull,shape,7.787e-02,2.257e-01
NCT00776984,Voluntary Withdrawal,weibull,scale,8.701e+00,6.893e-01
NCT00782210,Adverse Event,weibull,shape,-2.256e-01,1.322e-01
NCT00782210,Adverse Event,weibull,scale,8.746e+00,4.306e-01
NCT00782210,Lack of Efficacy,weibull,shape,-5.253e-01,2.300e-01
NCT00782210,Lack of Efficacy,weibull,scale,1.165e+01,1.418e+00
NCT00782210,Voluntary Withdrawal,weibull,shape,-5.628e-01,1.782e-01
NCT00782210,Voluntary Withdrawal,weibull,scale,1.098e+01,9.896e-01
NCT00782509,Adverse Event,weibull,shape,-3.299e-01,1.382e-01
NCT00782509,Adverse Event,weibull,scale,9.247e+00,5.204e-01
NCT00782509,Lack of Efficacy,weibull,shape,-1.739e-01,2.366e-01
NCT00782509,Lack of Efficacy,weibull,scale,1.003e+01,1.048e+00
NCT00782509,Other/Miscellaneous,weibull,shape,-9.303e-01,3.116e-01
NCT00782509,Other/Miscellaneous,weibull,scale,1.621e+01,3.367e+00
NCT00782509,Voluntary Withdrawal,weibull,shape,-2.904e-01,2.522e-01
NCT00782509,Voluntary Withdrawal,weibull,scale,1.072e+01,1.297e+00
NCT00793624,Adverse Event,weibull,shape,-4.743e-01,1.198e-01
NCT00793624,Adverse Event,weibull,scale,9.849e+00,5.325e-01
NCT00793624,Lack of Efficacy,weibull,shape,-7.115e-01,2.525e-01
NCT00793624,Lack of Efficacy,weibull,scale,1.397e+01,2.154e+00
NCT00793624,Other/Miscellaneous,weibull,shape,4.922e-01,2.344e-01
NCT00793624,Other/Miscellaneous,weibull,scale,8.148e+00,5.726e-01
NCT00793624,Protocol Violation,weibull,shape,-6.208e-01,3.087e-01
NCT00793624,Protocol Violation,weibull,scale,1.401e+01,2.629e+00
NCT00793624,Voluntary Withdrawal,weibull,shape,-3.763e-01,1.335e-01
NCT00793624,Voluntary Withdrawal,weibull,scale,9.784e+00,5.768e-01
NCT00798161,Adverse Event,weibull,shape,-4.937e-01,1.930e-01
NCT00798161,Adverse Event,weibull,scale,1.063e+01,1.118e+00
NCT00798161,Lack of Efficacy,weibull,shape,2.762e-01,2.371e-01
NCT00798161,Lack of Efficacy,weibull,scale,7.987e+00,7.047e-01
NCT00798161,Lost to Follow-up,weibull,shape,4.080e-01,2.612e-01
NCT00798161,Lost to Follow-up,weibull,scale,7.762e+00,7.121e-01
NCT00798161,Protocol Violation,weibull,shape,-4.388e-01,2.628e-01
NCT00798161,Protocol Violation,weibull,scale,1.130e+01,1.684e+00
NCT00798161,Voluntary Withdrawal,weibull,shape,-3.438e-01,2.144e-01
NCT00798161,Voluntary Withdrawal,weibull,scale,1.016e+01,1.130e+00
NCT00800683,Adverse Event,weibull,shape,-1.806e-01,2.203e-01
NCT00800683,Adverse Event,weibull,scale,8.017e+00,5.589e-01
NCT00848081,Adverse Event,weibull,shape,-1.846e-01,2.844e-01
NCT00848081,Adverse Event,weibull,scale,8.314e+00,1.166e+00
NCT00855582,Adverse Event,weibull,shape,-4.310e-01,2.972e-01
NCT00855582,Adverse Event,weibull,scale,1.053e+01,1.882e+00
NCT00855582,Lack of Efficacy,weibull,shape,7.055e-02,2.822e-01
NCT00855582,Lack of Efficacy,weibull,scale,8.037e+00,1.056e+00
NCT00855582,Other/Miscellaneous,weibull,shape,-2.349e-02,2.448e-01
NCT00855582,Other/Miscellaneous,weibull,scale,8.099e+00,9.373e-01
NCT00855582,Protocol Violation,weibull,shape,1.335e-01,2.819e-01
NCT00855582,Protocol Violation,weibull,scale,7.816e+00,9.897e-01
NCT00855582,Voluntary Withdrawal,weibull,shape,-1.406e-01,2.452e-01
NCT00855582,Voluntary Withdrawal,weibull,scale,8.557e+00,1.057e+00
NCT00861757,Adverse Event,weibull,shape,-7.364e-02,2.551e-01
NCT00861757,Adverse Event,weibull,scale,8.392e+00,1.051e+00
NCT00861757,Voluntary Withdrawal,weibull,shape,-3.484e-02,2.739e-01
NCT00861757,Voluntary Withdrawal,weibull,scale,8.389e+00,1.124e+00
NCT00915772,Adverse Event,weibull,shape,-1.202e-01,1.628e-01
NCT00915772,Adverse Event,weibull,scale,8.934e+00,5.320e-01
NCT00915772,Lack of Efficacy,weibull,shape,7.195e-01,1.866e-01
NCT00915772,Lack of Efficacy,weibull,scale,7.350e+00,2.840e-01
NCT00915772,Other/Miscellaneous,weibull,shape,-2.128e-01,2.306e-01
NCT00915772,Other/Miscellaneous,weibull,scale,1.009e+01,1.015e+00
NCT00915772,Voluntary Withdrawal,weibull,shape,-4.514e-01,2.381e-01
NCT00915772,Voluntary Withdrawal,weibull,scale,1.132e+01,1.354e+00
NCT00926289,Adverse Event,weibull,shape,-2.958e-01,2.215e-01
NCT00926289,Adverse Event,weibull,scale,8.941e+00,1.164e+00
NCT00926289,Protocol Violation,weibull,shape,-9.147e-02,2.211e-01
NCT00926289,Protocol Violation,weibull,scale,8.003e+00,9.465e-01
NCT00954447,Adverse Event,weibull,shape,-3.183e-01,1.418e-01
NCT00954447,Adverse Event,weibull,scale,1.056e+01,6.627e-01
NCT00954447,Lack of Efficacy,weibull,shape,-1.099e-01,2.274e-01
NCT00954447,Lack of Efficacy,weibull,scale,1.079e+01,1.095e+00
NCT00954447,Lost to Follow-up,weibull,shape,-6.057e-01,2.191e-01
NCT00954447,Lost to Follow-up,weibull,scale,1.361e+01,1.700e+00
NCT00954447,Other/Miscellaneous,weibull,shape,-5.080e-02,1.650e-01
NCT00954447,Other/Miscellaneous,weibull,scale,9.853e+00,6.416e-01
NCT00954447,Voluntary Withdrawal,weibull,shape,-1.179e-01,1.545e-01
NCT00954447,Voluntary Withdrawal,weibull,scale,9.958e+00,6.203e-01
NCT00970632,Protocol Violation,weibull,shape,5.620e-01,2.121e-01
NCT00970632,Protocol Violation,weibull,scale,6.249e+00,3.999e-01
NCT00970632,Voluntary Withdrawal,weibull,shape,1.836e-01,2.453e-01
NCT00970632,Voluntary Withdrawal,weibull,scale,7.301e+00,7.310e-01
NCT00975195,Adverse Event,weibull,shape,-8.907e-02,6.742e-02
NCT00975195,Adverse Event,weibull,scale,8.491e+00,1.942e-01
NCT00975195,Lack of Efficacy,weibull,shape,-3.707e-01,2.820e-01
NCT00975195,Lack of Efficacy,weibull,scale,1.349e+01,2.203e+00
NCT00975195,Lost to Follow-up,weibull,shape,-1.594e-01,2.434e-01
NCT00975195,Lost to Follow-up,weibull,scale,1.169e+01,1.455e+00
NCT00975195,Protocol Violation,weibull,shape,-1.939e-01,1.377e-01
NCT00975195,Protocol Violation,weibull,scale,1.052e+01,6.674e-01
NCT00975195,Voluntary Withdrawal,weibull,shape,-3.918e-01,9.362e-02
NCT00975195,Voluntary Withdrawal,weibull,scale,1.039e+01,4.505e-01
NCT00996658,Other/Miscellaneous,weibull,shape,3.143e-01,2.534e-01
NCT00996658,Other/Miscellaneous,weibull,scale,7.206e+00,5.616e-01
NCT01064687,Adverse Event,weibull,shape,-6.455e-01,1.939e-01
NCT01064687,Adverse Event,weibull,scale,1.273e+01,1.386e+00
NCT01064687,Lost to Follow-up,weibull,shape,5.507e-01,1.967e-01
NCT01064687,Lost to Follow-up,weibull,scale,7.968e+00,4.253e-01
NCT01064687,Voluntary Withdrawal,weibull,shape,5.337e-02,1.827e-01
NCT01064687,Voluntary Withdrawal,weibull,scale,9.172e+00,6.277e-01
NCT01075282,Adverse Event,weibull,shape,-3.761e-01,2.101e-01
NCT01075282,Adverse Event,weibull,scale,1.147e+01,1.137e+00
NCT01075282,Other/Miscellaneous,weibull,shape,-7.168e-01,2.741e-01
NCT01075282,Other/Miscellaneous,weibull,scale,1.467e+01,2.375e+00
NCT01075282,Voluntary Withdrawal,weibull,shape,-5.383e-01,1.935e-01
NCT01075282,Voluntary Withdrawal,weibull,scale,1.210e+01,1.180e+00
NCT01084005,Protocol Violation,weibull,shape,3.880e-01,3.123e-01
NCT01084005,Protocol Violation,weibull,scale,7.243e+00,7.012e-01
NCT01087502,Adverse Event,weibull,shape,-1.323e-01,1.871e-01
NCT01087502,Adverse Event,weibull,scale,8.232e+00,5.011e-01
NCT01126437,Adverse Event,weibull,shape,-3.171e-01,2.253e-02
NCT01126437,Adverse Event,weibull,scale,9.619e+00,7.413e-02
NCT01126437,Lack of Efficacy,weibull,shape,-5.013e-01,7.157e-02
NCT01126437,Lack of Efficacy,weibull,scale,1.403e+01,5.428e-01
NCT01126437,Lost to Follow-up,weibull,shape,-3.575e-01,7.425e-02
NCT01126437,Lost to Follow-up,weibull,scale,1.315e+01,4.951e-01
NCT01126437,Other/Miscellaneous,weibull,shape,-7.436e-02,4.057e-02
NCT01126437,Other/Miscellaneous,weibull,scale,1.026e+01,1.523e-01
NCT01126437,Protocol Violation,weibull,shape,-4.078e-01,7.410e-02
NCT01126437,Protocol Violation,weibull,scale,1.348e+01,5.193e-01
NCT01126437,Voluntary Withdrawal,weibull,shape,-5.994e-01,3.099e-02
NCT01126437,Voluntary Withdrawal,weibull,scale,1.173e+01,1.686e-01
NCT01126580,Adverse Event,weibull,shape,-5.522e-01,1.682e-01
NCT01126580,Adverse Event,weibull,scale,1.126e+01,9.632e-01
NCT01126580,Lost to Follow-up,weibull,shape,2.133e-01,1.868e-01
NCT01126580,Lost to Follow-up,weibull,scale,8.550e+00,5.256e-01
NCT01126580,PI/Sponsor Decision,weibull,shape,1.135e-01,2.173e-01
NCT01126580,PI/Sponsor Decision,weibull,scale,9.100e+00,7.323e-01
NCT01126580,Voluntary Withdrawal,weibull,shape,-4.042e-02,1.539e-01
NCT01126580,Voluntary Withdrawal,weibull,scale,8.919e+00,5.002e-01
NCT01131676,Adverse Event,weibull,shape,6.500e-02,5.603e-02
NCT01131676,Adverse Event,weibull,scale,7.992e+00,8.328e-02
NCT01131676,Other/Miscellaneous,weibull,shape,3.056e-01,7.861e-02
NCT01131676,Other/Miscellaneous,weibull,scale,8.291e+00,1.237e-01
NCT01131676,Protocol Violation,weibull,shape,-1.412e-01,1.954e-01
NCT01131676,Protocol Violation,weibull,scale,1.109e+01,8.583e-01
NCT01131676,Voluntary Withdrawal,weibull,shape,3.741e-01,1.238e-01
NCT01131676,Voluntary Withdrawal,weibull,scale,8.835e+00,2.512e-01
NCT01159600,Adverse Event,weibull,shape,-4.207e-01,1.675e-01
NCT01159600,Adverse Event,weibull,scale,1.059e+01,9.535e-01
NCT01159600,Lost to Follow-up,weibull,shape,6.940e-01,2.847e-01
NCT01159600,Lost to Follow-up,weibull,scale,7.452e+00,6.759e-01
NCT01159600,Other/Miscellaneous,weibull,shape,-3.545e-01,2.161e-01
NCT01159600,Other/Miscellaneous,weibull,scale,1.097e+01,1.304e+00
NCT01159600,Voluntary Withdrawal,weibull,shape,-4.580e-01,2.113e-01
NCT01159600,Voluntary Withdrawal,weibull,scale,1.153e+01,1.399e+00
NCT01164501,Adverse Event,weibull,shape,-3.100e-01,1.498e-01
NCT01164501,Adverse Event,weibull,scale,9.684e+00,6.110e-01
NCT01164501,Other/Miscellaneous,weibull,shape,-1.732e-01,2.721e-01
NCT01164501,Other/Miscellaneous,weibull,scale,1.062e+01,1.337e+00
NCT01164501,Voluntary Withdrawal,weibull,shape,-1.806e-01,2.092e-01
NCT01164501,Voluntary Withdrawal,weibull,scale,1.002e+01,9.080e-01
NCT01167881,Adverse Event,weibull,shape,-6.325e-01,1.184e-01
NCT01167881,Adverse Event,weibull,scale,1.289e+01,7.257e-01
NCT01167881,Lost to Follow-up,weibull,shape,-5.025e-01,1.857e-01
NCT01167881,Lost to Follow-up,weibull,scale,1.369e+01,1.265e+00
NCT01167881,Other/Miscellaneous,weibull,shape,-6.228e-01,1.250e-01
NCT01167881,Other/Miscellaneous,weibull,scale,1.304e+01,7.836e-01
NCT01167881,Protocol Violation,weibull,shape,-1.007e+00,2.190e-01
NCT01167881,Protocol Violation,weibull,scale,1.885e+01,2.660e+00
NCT01167881,Voluntary Withdrawal,weibull,shape,-4.559e-01,1.244e-01
NCT01167881,Voluntary Withdrawal,weibull,scale,1.213e+01,6.576e-01
NCT01177813,Adverse Event,weibull,shape,-3.920e-01,2.210e-01
NCT01177813,Adverse Event,weibull,scale,1.070e+01,1.282e+00
NCT01177813,Lost to Follow-up,weibull,shape,3.576e-01,2.003e-01
NCT01177813,Lost to Follow-up,weibull,scale,7.622e+00,5.213e-01
NCT01177813,Other/Miscellaneous,weibull,shape,-2.591e-01,2.849e-01
NCT01177813,Other/Miscellaneous,weibull,scale,1.066e+01,1.629e+00
NCT01177813,Voluntary Withdrawal,weibull,shape,-1.901e-01,1.831e-01
NCT01177813,Voluntary Withdrawal,weibull,scale,9.224e+00,7.877e-01
NCT01191268,Adverse Event,weibull,shape,-6.027e-01,1.509e-01
NCT01191268,Adverse Event,weibull,scale,1.131e+01,8.773e-01
NCT01191268,Lost to Follow-up,weibull,shape,3.836e-02,2.350e-01
NCT01191268,Lost to Follow-up,weibull,scale,9.586e+00,9.083e-01
NCT01191268,PI/Sponsor Decision,weibull,shape,-2.699e-01,1.985e-01
NCT01191268,PI/Sponsor Decision,weibull,scale,1.049e+01,9.623e-01
NCT01191268,Voluntary Withdrawal,weibull,shape,-1.948e-01,1.224e-01
NCT01191268,Voluntary Withdrawal,weibull,scale,8.978e+00,4.139e-01
NCT01191944,Adverse Event,weibull,shape,-6.265e-01,2.061e-01
NCT01191944,Adverse Event,weibull,scale,1.042e+01,1.222e+00
NCT01194830,Lost to Follow-up,weibull,shape,-5.664e-01,2.498e-01
NCT01194830,Lost to Follow-up,weibull,scale,9.589e+00,1.237e+00
NCT01194830,Other/Miscellaneous,weibull,shape,-2.981e-01,2.204e-01
NCT01194830,Other/Miscellaneous,weibull,scale,8.191e+00,7.649e-01
NCT01204294,Adverse Event,weibull,shape,-4.663e-01,2.219e-01
NCT01204294,Adverse Event,weibull,scale,1.120e+01,1.236e+00
NCT01210001,Adverse Event,weibull,shape,3.157e-02,2.984e-01
NCT01210001,Adverse Event,weibull,scale,8.795e+00,1.133e+00
NCT01214239,Voluntary Withdrawal,weibull,shape,-1.424e-01,2.845e-01
NCT01214239,Voluntary Withdrawal,weibull,scale,8.782e+00,1.098e+00
NCT01306214,Adverse Event,weibull,shape,1.130e-01,1.850e-01
NCT01306214,Adverse Event,weibull,scale,8.503e+00,5.169e-01
NCT01306214,Protocol Violation,weibull,shape,-4.977e-01,2.546e-01
NCT01306214,Protocol Violation,weibull,scale,1.176e+01,1.567e+00
NCT01306214,Voluntary Withdrawal,weibull,shape,2.298e-02,1.922e-01
NCT01306214,Voluntary Withdrawal,weibull,scale,8.825e+00,6.012e-01
NCT01335464,Adverse Event,weibull,shape,4.609e-02,1.026e-01
NCT01335464,Adverse Event,weibull,scale,7.444e+00,1.935e-01
NCT01335464,Voluntary Withdrawal,weibull,shape,-2.153e-01,2.430e-01
NCT01335464,Voluntary Withdrawal,weibull,scale,1.006e+01,1.075e+00
NCT01335477,Adverse Event,weibull,shape,-1.655e-02,9.835e-02
NCT01335477,Adverse Event,weibull,scale,7.524e+00,1.960e-01
NCT01335477,Voluntary Withdrawal,weibull,shape,-5.161e-01,2.371e-01
NCT01335477,Voluntary Withdrawal,weibull,scale,1.155e+01,1.424e+00
NCT01368081,Adverse Event,weibull,shape,-1.372e-01,1.460e-01
NCT01368081,Adverse Event,weibull,scale,9.553e+00,5.635e-01
NCT01368081,Other/Miscellaneous,weibull,shape,-5.569e-01,3.138e-01
NCT01368081,Other/Miscellaneous,weibull,scale,1.414e+01,2.655e+00
NCT01368081,Voluntary Withdrawal,weibull,shape,1.068e-01,1.723e-01
NCT01368081,Voluntary Withdrawal,weibull,scale,9.056e+00,5.693e-01
NCT01370005,Adverse Event,weibull,shape,8.947e-02,2.480e-01
NCT01370005,Adverse Event,weibull,scale,8.034e+00,9.197e-01
NCT01422876,Adverse Event,weibull,shape,-3.463e-01,1.338e-01
NCT01422876,Adverse Event,weibull,scale,1.036e+01,6.342e-01
NCT01422876,Lost to Follow-up,weibull,shape,-4.080e-01,1.392e-01
NCT01422876,Lost to Follow-up,weibull,scale,1.077e+01,7.172e-01
NCT01422876,Other/Miscellaneous,weibull,shape,-2.798e-01,1.535e-01
NCT01422876,Other/Miscellaneous,weibull,scale,1.044e+01,7.337e-01
NCT01422876,Protocol Violation,weibull,shape,-7.804e-02,2.832e-01
NCT01422876,Protocol Violation,weibull,scale,1.093e+01,1.469e+00
NCT01422876,Voluntary Withdrawal,weibull,shape,-2.835e-01,1.737e-01
NCT01422876,Voluntary Withdrawal,weibull,scale,1.078e+01,8.886e-01
NCT01558271,Adverse Event,weibull,shape,4.536e-01,2.735e-01
NCT01558271,Adverse Event,weibull,scale,8.165e+00,6.474e-01
NCT01558271,Voluntary Withdrawal,weibull,shape,-7.192e-01,1.871e-01
NCT01558271,Voluntary Withdrawal,weibull,scale,1.170e+01,1.161e+00
NCT01621178,Adverse Event,weibull,shape,-1.822e-01,2.514e-01
NCT01621178,Adverse Event,weibull,scale,1.016e+01,1.127e+00
NCT01621178,Other/Miscellaneous,weibull,shape,2.380e-01,2.509e-01
NCT01621178,Other/Miscellaneous,weibull,scale,8.690e+00,7.344e-01
NCT01621178,PI/Sponsor Decision,weibull,shape,-2.929e-01,2.605e-01
NCT01621178,PI/Sponsor Decision,weibull,scale,1.076e+01,1.330e+00
NCT01621178,Voluntary Withdrawal,weibull,shape,-5.998e-01,1.444e-01
NCT01621178,Voluntary Withdrawal,weibull,scale,1.036e+01,7.083e-01
NCT01624259,Adverse Event,weibull,shape,-1.600e-01,2.336e-01
NCT01624259,Adverse Event,weibull,scale,9.288e+00,9.953e-01
NCT01624259,Voluntary Withdrawal,weibull,shape,-1.847e-01,2.988e-01
NCT01624259,Voluntary Withdrawal,weibull,scale,9.983e+00,1.476e+00
NCT01694771,Adverse Event,weibull,shape,-9.393e-02,1.699e-01
NCT01694771,Adverse Event,weibull,scale,8.273e+00,6.776e-01
NCT01694771,Other/Miscellaneous,weibull,shape,2.583e-01,2.978e-01
NCT01694771,Other/Miscellaneous,weibull,scale,8.007e+00,1.085e+00
NCT01694771,Protocol Violation,weibull,shape,1.877e-01,2.853e-01
NCT01694771,Protocol Violation,weibull,scale,8.196e+00,1.096e+00
NCT01694771,Voluntary Withdrawal,weibull,shape,1.284e-01,2.553e-01
NCT01694771,Voluntary Withdrawal,weibull,scale,8.229e+00,9.923e-01
NCT01708902,Adverse Event,weibull,shape,-4.309e-01,1.973e-01
